ID,PortMonitor,Status,Kwh,LastReading,LastGoodPacket,ReleStatus,Model,FWver
400A29D0,,Normal,Initial/Latest kWh 0 / 16.4510,Last Reading: 16.4510 - 12/16/2022 12:41:53 PM,12/16/2022 12:42:17 PM,Connected,Magno Grid - E223,01.00.03
400A29D2,,Normal,Initial/Latest kWh 0 / 27.1650,Last Reading: 27.1650 - 11/30/2022 8:33:08 AM,11/30/2022 8:33:27 AM,Connected,Magno Grid - E223,01.00.03
400A29D4,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:07 PM,Connected,Magno Grid - E223,01.00.03
400A29D6,,Normal,Initial/Latest kWh 0 / 17.7380,Last Reading: 17.7380 - 12/16/2022 12:11:47 PM,12/16/2022 12:12:13 PM,Connected,Magno Grid - E223,01.00.03
400A29D8,,Normal,Initial/Latest kWh 0 / 17.0130,Last Reading: 17.0130 - 12/16/2022 10:55:36 AM,12/16/2022 10:55:52 AM,Connected,Magno Grid - E223,01.00.06
400A29DA,,Normal,Initial/Latest kWh 0 / 8.0370,Last Reading: 8.0370 - 11/30/2022 8:03:36 AM,11/30/2022 8:03:55 AM,Connected,Magno Grid - E223,01.00.03
400A29DC,,Normal,Initial/Latest kWh 0 / 16.4760,Last Reading: 16.4760 - 12/16/2022 9:53:35 AM,12/16/2022 9:53:43 AM,Connected,Magno Grid - E223,01.00.03
400A29DE,,Normal,Initial/Latest kWh 0 / 17.1870,Last Reading: 17.1870 - 12/16/2022 11:55:37 AM,12/16/2022 11:55:58 AM,Connected,Magno Grid - E223,01.00.06
400A29E0,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:41:33 PM,Connected,Magno Grid - E223,01.00.03
400A29E2,,Normal,Initial/Latest kWh 0 / 16.8410,Last Reading: 16.8410 - 12/16/2022 1:55:37 PM,12/16/2022 1:55:51 PM,Connected,Magno Grid - E223,01.00.06
400A29E4,,Normal,Initial/Latest kWh 0 / 16.7080,Last Reading: 16.7080 - 12/16/2022 8:55:38 AM,12/16/2022 8:56:04 AM,Connected,Magno Grid - E223,01.00.06
400A29E6,,Normal,Initial/Latest kWh 0 / 16.50,Last Reading: 16.5000 - 12/16/2022 10:53:35 AM,12/16/2022 10:53:49 AM,Connected,Magno Grid - E223,01.00.03
400A29E8,,Normal,Initial/Latest kWh 0 / 16.7880,Last Reading: 16.7880 - 12/16/2022 10:07:36 AM,12/16/2022 10:07:52 AM,Connected,Magno Grid - E223,01.00.03
400A29EA,,Normal,Initial/Latest kWh 0 / 17.27,Last Reading: 17.2700 - 12/16/2022 12:55:37 PM,12/16/2022 12:55:53 PM,Connected,Magno Grid - E223,01.00.06
400A29EC,,Normal,Initial/Latest kWh 0 / 16.7880,Last Reading: 16.7880 - 12/16/2022 9:16:11 AM,12/16/2022 9:16:35 AM,Connected,Magno Grid - E223,01.00.03
400A29EE,,Normal,Initial/Latest kWh 0 / 5.8670,Last Reading: 5.8670 - 12/16/2022 11:50:27 AM,12/16/2022 11:50:56 AM,Disconnected,Magno Grid - E223,01.00.03
400A29F0,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/16/2022 12:39:05 PM,12/16/2022 12:39:35 PM,Connected,Magno Grid - E223,01.00.03
400A29F2,,Normal,Initial/Latest kWh 0 / 37.2820,Last Reading: 37.2820 - 12/16/2022 12:04:46 PM,12/16/2022 12:05:08 PM,Connected,Magno Grid - E223,01.00.03
400A29F4,,Normal,Initial/Latest kWh 0 / 36.6980,Last Reading: 36.6980 - 12/16/2022 11:28:46 AM,12/16/2022 11:29:07 AM,Connected,Magno Grid - E223,01.00.03
400A29F8,,Normal,Initial/Latest kWh 0 / 8.1050,Last Reading: 8.1050 - 11/30/2022 12:08:21 PM,11/30/2022 12:08:45 PM,Connected,Magno Grid - E223,01.00.03
400A29FC,,Normal,Initial/Latest kWh 0 / 8.4840,Last Reading: 8.4840 - 11/30/2022 11:08:21 AM,11/30/2022 11:08:38 AM,Connected,Magno Grid - E223,01.00.03
400A29FE,,Normal,Initial/Latest kWh 0 / 16.6870,Last Reading: 16.6870 - 12/16/2022 10:59:02 AM,12/16/2022 10:59:24 AM,Connected,Magno Grid - E223,01.00.03
400A2A00,,Normal,Initial/Latest kWh 0 / 16.8450,Last Reading: 16.8450 - 12/16/2022 12:53:36 PM,12/16/2022 12:53:56 PM,Connected,Magno Grid - E223,01.00.03
400A2A02,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:40:38 PM,Connected,Magno Grid - E223,01.00.03
400A2A04,,Normal,Initial/Latest kWh 0 / 22.8520,Last Reading: 22.8520 - 12/16/2022 12:33:52 PM,12/16/2022 12:34:15 PM,Connected,Magno Grid - E234,01.00.03
400A2A06,,Normal,Initial/Latest kWh 0 / 23.0140,Last Reading: 23.0140 - 12/16/2022 2:03:52 PM,12/16/2022 2:04:16 PM,Connected,Magno Grid - E234,01.00.03
400A2A0C,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/16/2022 9:03:05 AM,12/16/2022 9:03:21 AM,Connected,Magno Grid - E234,01.00.03
400A2A0E,,Normal,Initial/Latest kWh 0 / 24.9910,Last Reading: 24.9910 - 12/16/2022 1:53:36 PM,12/16/2022 1:53:49 PM,Connected,Magno Grid - E234,01.00.03
400A2A10,,Normal,Initial/Latest kWh 0 / 12.5550,Last Reading: 12.5550 - 11/30/2022 7:08:22 AM,11/30/2022 7:08:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A12,,Normal,Initial/Latest kWh 0 / 10.5140,Last Reading: 10.5140 - 11/30/2022 7:04:34 AM,11/30/2022 7:04:52 AM,Connected,Magno Grid - E234,01.00.03
400A2A18,,Normal,Initial/Latest kWh 0 / 22.2630,Last Reading: 22.2630 - 12/16/2022 9:10:30 AM,12/16/2022 9:10:46 AM,Connected,Magno Grid - E234,01.00.03
400A2A1A,,Normal,Initial/Latest kWh 0 / 10.4520,Last Reading: 10.4520 - 11/30/2022 11:34:33 AM,11/30/2022 11:34:58 AM,Connected,Magno Grid - E234,01.00.03
400A2A1C,,Normal,Initial/Latest kWh 0 / 54.9090,Last Reading: 54.9090 - 12/16/2022 11:20:27 AM,12/16/2022 11:20:45 AM,Connected,Magno Grid - E234,01.00.03
400A2A1E,,Normal,Initial/Latest kWh 0 / 24.9860,Last Reading: 24.9860 - 12/16/2022 10:40:31 AM,12/16/2022 10:40:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A22,,Normal,Initial/Latest kWh 0 / 10.2970,Last Reading: 10.2970 - 11/30/2022 8:34:34 AM,11/30/2022 8:34:56 AM,Connected,Magno Grid - E234,01.00.03
400A2A24,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/25/2022 4:39:37 PM,Connected,Magno Grid - E234,01.00.03
400A2A2A,,Normal,Initial/Latest kWh 0 / 14.0220,Last Reading: 14.0220 - 11/30/2022 8:08:22 AM,11/30/2022 8:08:50 AM,Connected,Magno Grid - E234,01.00.03
400A2A2E,,Normal,Initial/Latest kWh 0 / 4.1780,Last Reading: 4.1780 - 11/23/2022 12:58:46 PM,11/25/2022 4:42:10 PM,Connected,Magno Grid - E234,01.00.03
400A2A30,,Normal,Initial/Latest kWh 0 / 25.9060,Last Reading: 25.9060 - 12/16/2022 2:38:07 PM,12/16/2022 2:38:27 PM,Connected,Magno Grid - E234,01.00.03
400A2A32,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/16/2022 10:15:04 AM,12/16/2022 10:15:27 AM,Connected,Magno Grid - E234,01.00.03
400A2A34,,Normal,Initial/Latest kWh 0 /,Last Reading: - 12/16/2022 11:27:05 AM,12/16/2022 11:27:36 AM,Connected,Magno Grid - E234,01.00.03
400A2A36,,Normal,Initial/Latest kWh 0 / 4.1280,Last Reading: 4.1280 - 11/23/2022 11:58:45 AM,11/25/2022 4:41:08 PM,Connected,Magno Grid - E234,01.00.03
400A2A38,,Normal,Initial/Latest kWh 0 / 3.9890,Last Reading: 3.9890 - 11/23/2022 10:58:45 AM,11/25/2022 4:40:42 PM,Connected,Magno Grid - E234,01.00.03
400A2A3A,,Normal,Initial/Latest kWh 0 / 25.2340,Last Reading: 25.2340 - 12/16/2022 1:03:22 PM,12/16/2022 1:03:40 PM,Connected,Magno Grid - E234,01.00.03
400A2A46,,Normal,Initial/Latest kWh 0 / 24.81,Last Reading: 24.8100 - 12/16/2022 1:40:31 PM,12/16/2022 1:40:43 PM,Connected,Magno Grid - E234,01.00.03
400A2A48,,Normal,Initial/Latest kWh 0 / 24.4080,Last Reading: 24.4080 - 12/16/2022 10:51:47 AM,12/16/2022 10:52:08 AM,Connected,Magno Grid - E234,01.00.03
400A2A4A,,Normal,Initial/Latest kWh 0 / 24.9770,Last Reading: 24.9770 - 12/16/2022 12:10:31 PM,12/16/2022 12:10:47 PM,Connected,Magno Grid - E234,01.00.03
400A2A4C,,Normal,Initial/Latest kWh 0 / 16.9930,Last Reading: 16.9930 - 12/16/2022 11:53:36 AM,12/16/2022 11:53:59 AM,Connected,Magno Grid - E223,01.00.03
400A2A52,,Normal,Initial/Latest kWh 0 /,Last Reading:,11/28/2022 8:28:54 AM,Connected,Magno Grid - E223,01.00.03
400A2A54,,Normal,Initial/Latest kWh 0 / 10.2730,Last Reading: 10.2730 - 11/30/2022 4:04:33 AM,11/30/2022 4:04:51 AM,Connected,Magno Grid - E234,01.00.03
400A2A4E,,Normal,Initial/Latest kWh 0 / 42.08,Last Reading: 42.0800 - 12/16/2022 3:18:51 PM,12/16/2022 3:19:10 PM,Connected,Magno Grid - E223,01.00.03
400A2A50,,Normal,Initial/Latest kWh 0 / 41.4470,Last Reading: 41.4470 - 12/16/2022 11:18:51 AM,12/16/2022 11:19:10 AM,Disconnected,Magno Grid - E223,01.00.03
400A29F6,,Normal,Initial/Latest kWh 0 / 41.0490,Last Reading: 41.0490 - 12/16/2022 12:18:52 PM,12/16/2022 12:19:05 PM,Disconnected,Magno Grid - E223,01.00.03
400A29FA,,Normal,Initial/Latest kWh 0 / 41.0740,Last Reading: 41.0740 - 12/16/2022 1:18:52 PM,12/16/2022 1:19:14 PM,Disconnected,Magno Grid - E223,01.00.03
400A2A3C,,Normal,Initial/Latest kWh 0 / 62.7840,Last Reading: 62.7840 - 12/16/2022 2:18:53 PM,12/16/2022 2:19:17 PM,Disconnected,Magno Grid - E234,01.00.03
